trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
74,5,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-007 | 021-001-007-008,022,022,022,022,<E>,<E>
75,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-013 | 021-001-013-008,001 -> 013 -> 008 -> 022,022,001 -> 013 -> 008 -> 022,022,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,<E>
76,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
77,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
78,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
79,11,9,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-015 | 021-001-013-008-001-014-015-002 | 021-001-013-008-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
80,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
81,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
82,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
83,5,3,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013,008 -> 022,022,008 -> 022,022,REJECTED_by_EMPLOYEE -> <E>,<E>
84,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
85,9,6,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-011 | 021-001-011-008 | 021-001-011-008-001 | 021-001-011-008-001-004,002 -> 003 -> 022,022,002 -> 003 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> <E>,<E>
86,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
87,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
88,6,2,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
89,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
90,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
91,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
92,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
93,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
94,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
95,6,4,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-002 | 021-001-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
96,9,1,8,1,0.0,0.0,0.0,0.0,0.125,0.125,1.0,0.125,0.0,0.125,0.125,1.0,0.28478333292124414,021,001 -> 002 -> 003 -> 001 -> 002 -> 005 -> 006 -> 022,022,001 -> 002 -> 003 -> 001 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> REJECTED_by_MISSING -> SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
97,6,5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,022,022,022,<E>,<E>
98,8,2,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
99,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
100,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
101,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
102,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
103,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
104,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
105,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
106,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
107,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
108,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
109,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
110,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
111,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
112,11,6,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
113,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
114,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
115,11,9,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-015 | 021-001-013-008-001-014-015-002 | 021-001-013-008-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
116,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
117,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
118,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
119,11,10,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-002 | 021-001-013-008-001-014-002-005 | 021-001-013-008-001-014-002-005-006 | 021-001-013-008-001-014-002-005-006-022,000,022,000,022,<P>,<E>
120,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
121,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
122,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
123,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
124,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
125,10,3,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021 | 021-001 | 021-001-013,008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
126,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
127,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
128,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
129,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
130,6,1,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021,001 -> 002 -> 005 -> 006 -> 022,022,001 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
131,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,004 -> 002 -> 005 -> 006 -> 022,022,004 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_PRE_APPROVER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
132,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,022,000,022,<P>,<E>
133,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
134,10,1,9,1,0.0,0.0,0.0,0.0,0.11111111111111116,0.11111111111111116,1.0,0.1111111111111111,0.0,0.11111111111111116,0.11111111111111116,1.0,0.25984091044852675,021,001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
135,10,7,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-014 | 021-001-013-008-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
136,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
137,5,3,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013,008 -> 022,022,008 -> 022,022,REJECTED_by_EMPLOYEE -> <E>,<E>
138,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
139,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
140,6,3,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
141,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
142,5,2,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001,007 -> 008 -> 022,022,007 -> 008 -> 022,022,REJECTED_by_SUPERVISOR -> REJECTED_by_EMPLOYEE -> <E>,<E>
143,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
144,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
145,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
146,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
147,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
148,6,2,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
